Fighter_Name,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Height_in,Reach_in,Weight_lbs,Ape_Index,Weight_Class
Peter Barrett,Southpaw,1986-08-10,11,5,0,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,70,73.0,145.0,3.0,Featherweight
Marc-Andre Barriault,Orthodox,1990-02-18,17,11,0,5.65,0.47,5.94,0.49,0.34,0.28,0.68,0.1,73,74.0,185.0,1.0,Middleweight
Francimar Barroso,Orthodox,1980-02-28,19,7,0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,73,75.0,205.0,2.0,Light Heavyweight
Pat Barry,Orthodox,1979-07-07,8,7,0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,71,74.0,235.0,3.0,Heavyweight
Dean Barry,Orthodox,1992-07-03,4,2,0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,70,72.0,170.0,2.0,Welterweight
Enrique Barzola,Orthodox,1989-04-28,17,5,2,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,67,70.0,145.0,3.0,Featherweight
Javid Basharat,Orthodox,1995-09-07,15,2,0,5.18,0.54,2.75,0.63,1.83,0.4,0.83,0.1,69,69.0,135.0,0.0,Bantamweight
Farid Basharat,Orthodox,1997-08-02,15,0,0,4.25,0.52,2.89,0.62,3.34,0.44,0.54,0.3,68,71.0,135.0,3.0,Bantamweight
Austin Bashi,Orthodox,2001-09-29,14,1,0,1.75,0.47,2.34,0.48,7.81,0.41,0.62,1.7,66,70.0,145.0,4.0,Featherweight
Namsrai Batbayar,Orthodox,2000-12-29,9,1,0,3.5,0.39,3.58,0.45,2.15,0.25,0.0,1.1,64,68.0,125.0,4.0,Flyweight
Bryan Battle,Orthodox,1994-09-21,13,2,0,5.12,0.52,4.11,0.44,0.77,0.17,0.53,0.4,73,77.0,185.0,4.0,Middleweight
Alan Baudot,Orthodox,1988-02-01,8,3,0,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,75,79.0,243.0,4.0,Heavyweight
Mario Bautista,Switch,1993-07-01,17,3,0,5.3,0.48,3.98,0.54,1.91,0.38,0.55,0.8,69,69.0,135.0,0.0,Bantamweight
Chris Beal,Orthodox,1985-08-06,10,5,0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,67,69.0,125.0,2.0,Flyweight
Donovan Beard,Orthodox,1989-11-05,7,2,0,0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0,74,78.0,185.0,4.0,Middleweight
Ariel Beck,Southpaw,1990-09-16,4,5,0,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,66,66.0,125.0,0.0,Flyweight
Jack Becker,Orthodox,1992-12-20,13,6,0,1.01,0.39,5.82,0.26,1.68,0.5,0.0,0.0,70,71.0,155.0,1.0,Lightweight
Johnny Bedford,Orthodox,1983-01-06,21,13,1,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,70,71.0,135.0,1.0,Bantamweight
Rolando Bedoya,Orthodox,1997-01-13,14,5,0,6.23,0.47,5.5,0.52,0.0,0.0,0.75,0.2,71,74.0,155.0,3.0,Lightweight
Chase Beebe,Orthodox,1985-03-29,24,13,1,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,67,67.0,135.0,0.0,Bantamweight
Allan Begosso,Orthodox,1995-11-23,7,2,1,1.8,0.4,7.73,0.34,0.0,0.0,0.25,2.0,65,66.0,135.0,1.0,Bantamweight
Azamat Bekoev,Orthodox,1995-12-30,20,4,0,4.07,0.45,7.66,0.31,4.49,0.45,0.8,0.0,72,72.0,185.0,0.0,Middleweight
Mirsad Bektic,Orthodox,1991-02-16,13,4,0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,68,70.0,145.0,2.0,Featherweight
Diana Belbita,Orthodox,1996-06-26,15,10,0,6.45,0.41,6.55,0.51,0.86,0.62,0.64,0.0,67,68.0,125.0,1.0,Flyweight
Alan Belcher,Orthodox,1984-04-24,18,8,0,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,74,75.0,185.0,1.0,Middleweight
Vitor Belfort,Southpaw,1977-04-01,26,14,0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,72,74.0,185.0,2.0,Middleweight
Yousri Belgaroui,Orthodox,1992-06-02,9,3,0,5.82,0.66,2.52,0.61,0.39,1.0,0.68,0.0,78,79.0,185.0,1.0,Middleweight
Rodolfo Bellato,Orthodox,1996-02-05,13,3,1,5.37,0.6,5.86,0.46,1.38,0.35,0.94,0.2,75,75.0,205.0,0.0,Light Heavyweight
Danilo Belluardo,Southpaw,1994-07-21,12,5,0,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,72,74.0,155.0,2.0,Lightweight
Joey Beltran,Orthodox,1981-12-08,17,14,0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,73,75.0,185.0,2.0,Middleweight
Marco Beltran,Orthodox,1986-05-18,8,6,0,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,68,69.0,125.0,1.0,Flyweight
Joseph Benavidez,Southpaw,1984-07-31,28,8,0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,64,65.0,125.0,1.0,Flyweight
Gabriel Benitez,Southpaw,1988-06-15,23,13,0,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9,68,71.0,155.0,3.0,Lightweight
DeAnna Bennett,Orthodox,1984-11-18,8,3,1,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,64,68.0,125.0,4.0,Flyweight
Benjamin Bennett,Switch,1994-05-08,7,1,0,4.53,0.54,4.53,0.65,6.0,0.6,0.0,0.0,72,73.0,170.0,1.0,Welterweight
Lance Benoist,Southpaw,1988-08-26,7,2,0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,71,72.0,170.0,1.0,Welterweight
Ryan Benoit,Orthodox,1989-08-25,10,8,0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,65,68.0,125.0,3.0,Flyweight
Kenneth Bergh,Orthodox,1989-06-26,8,0,0,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0,74,74.0,205.0,0.0,Light Heavyweight
Dennis Bermudez,Orthodox,1986-12-13,17,9,0,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,66,66.0,155.0,0.0,Lightweight
Manny Bermudez,Orthodox,1994-07-16,14,2,0,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,70,71.0,145.0,1.0,Featherweight
Talita Bernardo,Orthodox,1987-03-04,6,4,0,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,64,68.0,135.0,4.0,Bantamweight
Matt Bessette,Orthodox,1984-12-28,22,9,0,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,70,70.0,145.0,0.0,Featherweight
Khadzhi Bestaev,Orthodox,1988-07-16,10,4,0,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0,78,76.0,185.0,-2.0,Middleweight
Arjan Bhullar,Orthodox,1986-05-13,9,1,0,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,73,75.0,245.0,2.0,Heavyweight
KB Bhullar,Switch,1991-10-12,8,2,0,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0,76,78.0,185.0,2.0,Middleweight
Bibulatov Magomed,Orthodox,1988-08-22,14,2,0,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,65,65.0,125.0,0.0,Flyweight
David Bielkheden,Orthodox,1979-06-06,24,12,0,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,70,71.0,155.0,1.0,Lightweight
Blake Bilder,Switch,1990-07-12,8,2,1,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6,68,68.0,145.0,0.0,Featherweight
Jonas Bilharinho,Switch,1990-05-22,9,1,1,3.71,0.6,3.36,0.57,0.0,0.0,1.0,0.0,71,75.0,145.0,4.0,Featherweight
Anthony Birchak,Orthodox,1986-05-16,16,8,0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,68,69.0,135.0,1.0,Bantamweight
Angad Bisht,Orthodox,1995-06-05,10,3,0,3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0,67,67.0,125.0,0.0,Flyweight
Michael Bisping,Orthodox,1979-02-28,30,9,0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,73,75.0,185.0,2.0,Middleweight
Caio Bittencourt,Orthodox,1991-05-22,14,7,0,0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0,72,75.0,185.0,3.0,Middleweight
Davi Bittencourt,Orthodox,1994-10-12,14,4,0,4.15,0.66,1.51,0.46,14.15,0.33,0.0,0.0,65,65.0,135.0,0.0,Bantamweight
Jan Blachowicz,Orthodox,1983-02-24,29,11,2,3.55,0.5,3.14,0.52,0.98,0.48,0.69,0.4,74,78.0,205.0,4.0,Light Heavyweight
Brad Blackburn,Orthodox,1977-05-25,18,13,1,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,70,73.0,170.0,3.0,Welterweight
Sherrard Blackledge,Orthodox,1993-08-16,5,1,0,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0,71,75.0,155.0,4.0,Lightweight
Da'Mon Blackshear,Switch,1994-08-12,17,8,1,4.33,0.45,4.19,0.52,1.48,0.33,0.71,1.5,70,72.0,135.0,2.0,Bantamweight
Chasen Blair,Orthodox,1998-10-14,7,4,0,4.31,0.39,5.39,0.55,0.0,0.0,1.0,0.0,70,71.0,155.0,1.0,Lightweight
Erin Blanchfield,Orthodox,1999-05-04,14,2,0,5.24,0.44,4.25,0.58,1.96,0.34,0.78,0.9,64,66.0,125.0,2.0,Flyweight
Maximo Blanco,Orthodox,1983-10-16,12,8,1,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,68,71.0,145.0,3.0,Featherweight
Curtis Blaydes,Orthodox,1991-02-18,19,5,0,3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0,76,80.0,265.0,4.0,Heavyweight
Tereza Bleda,Orthodox,2001-11-30,7,2,0,2.92,0.51,2.14,0.43,1.72,0.22,0.83,0.7,69,71.0,125.0,2.0,Flyweight
Mark Bocek,Orthodox,1981-10-24,12,5,0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,68,75.0,155.0,7.0,Lightweight
Kyle Bochniak,Orthodox,1987-02-05,8,5,0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,67,70.0,145.0,3.0,Featherweight
James Bochnovic,Orthodox,1989-02-13,8,3,0,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,76,81.0,205.0,5.0,Light Heavyweight
Tim Boetsch,Orthodox,1981-01-28,21,13,0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,72,74.0,185.0,2.0,Middleweight
Galore Bofando,Switch,1982-05-22,5,3,0,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,71,72.0,170.0,1.0,Welterweight
Roman Bogatov,Orthodox,1990-12-15,10,1,0,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,68,73.0,155.0,5.0,Lightweight
Mandy Bohm,Orthodox,1989-07-30,8,2,0,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7,67,71.0,125.0,4.0,Flyweight
Gaston Bolanos,Orthodox,1992-09-14,8,5,0,3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,67,69.0,145.0,2.0,Featherweight
Denys Bondar,Orthodox,1992-06-27,14,5,0,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0.0,66,69.0,125.0,3.0,Flyweight
Gabriel Bonfim,Orthodox,1997-08-20,19,1,0,4.61,0.46,3.68,0.63,3.6,0.55,0.76,1.4,73,72.0,170.0,-1.0,Welterweight
Ismael Bonfim,Orthodox,1995-12-28,20,6,0,5.51,0.54,3.71,0.65,1.06,0.33,0.76,0.0,68,71.0,155.0,3.0,Lightweight
Stephan Bonnar,Orthodox,1977-04-04,15,9,0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,76,79.0,205.0,3.0,Light Heavyweight
Rogerio Bontorin,Orthodox,1992-04-25,16,4,0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,65,67.0,125.0,2.0,Flyweight
Ray Borg,Orthodox,1993-08-04,13,5,0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,64,63.0,135.0,-1.0,Bantamweight
Kevin Borjas,Orthodox,1997-12-06,10,5,0,3.96,0.44,5.64,0.49,0.0,0.0,0.7,0.0,65,68.0,125.0,3.0,Flyweight
Calen Born,Switch,1988-05-24,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,72.0,170.0,4.0,Welterweight
Caio Borralho,Southpaw,1993-01-16,18,2,0,3.47,0.56,2.61,0.6,1.25,0.5,0.76,0.4,73,75.0,185.0,2.0,Middleweight
Zachary Borrego,Switch,1996-07-18,3,1,0,0.0,0.0,1.94,0.33,0.0,0.0,0.0,0.0,74,78.0,185.0,4.0,Middleweight
Viacheslav Borshchev,Orthodox,1992-01-08,8,7,1,5.1,0.5,4.46,0.57,0.0,0.0,0.43,0.1,71,69.0,155.0,-2.0,Lightweight
Tanner Boser,Orthodox,1991-08-02,21,10,1,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0,74,75.0,205.0,1.0,Light Heavyweight
Steve Bosse,Orthodox,1981-07-29,12,2,0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,71,72.0,205.0,1.0,Light Heavyweight
Poliana Botelho,Orthodox,1988-12-15,8,5,0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,68,67.0,125.0,-1.0,Flyweight
Ilian Bouafia,Southpaw,1996-11-13,7,0,0,2.0,0.47,1.67,0.65,0.0,0.0,1.0,0.0,77,78.0,185.0,1.0,Middleweight
Kyron Bowen,Orthodox,1993-12-22,9,5,0,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,75,73.0,185.0,-2.0,Middleweight
Brian Bowles,Orthodox,1980-06-22,10,3,0,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,67,70.0,135.0,3.0,Bantamweight
Roger Bowling,Orthodox,1982-12-05,12,6,0,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,69,68.0,155.0,-1.0,Lightweight
Kyle Bradley,Orthodox,1982-08-19,19,12,0,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,69,71.0,155.0,2.0,Lightweight
Sean Brady,Orthodox,1992-11-23,18,2,0,3.96,0.55,3.05,0.59,3.53,0.53,0.86,0.9,70,72.0,170.0,2.0,Welterweight
Ramiz Brahimaj,Orthodox,1992-11-17,13,6,0,2.29,0.48,3.27,0.47,1.99,0.34,0.44,1.6,70,72.0,170.0,2.0,Welterweight
Adam Bramhald,Orthodox,1994-03-24,13,3,0,7.65,0.45,8.05,0.33,0.0,0.0,1.0,0.0,70,70.0,135.0,0.0,Bantamweight
David Branch,Orthodox,1981-09-26,22,6,0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,73,78.0,185.0,5.0,Middleweight
Billy Brand,Orthodox,1996-07-03,5,2,0,2.86,0.25,8.57,0.4,0.0,0.0,0.75,0.0,66,65.0,135.0,-1.0,Bantamweight
Diego Brandao,Orthodox,1987-05-27,22,11,0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,67,64.0,145.0,-3.0,Featherweight
Bruna Brasil,Orthodox,1993-09-07,11,6,1,2.57,0.56,3.59,0.52,1.4,0.55,0.61,0.1,66,65.0,115.0,-1.0,Flyweight
Martin Bravo,Southpaw,1993-09-21,11,3,0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,68,71.0,145.0,3.0,Featherweight
Mike Breeden,Orthodox,1989-04-21,11,6,0,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0,70,70.0,155.0,0.0,Lightweight
Tom Breese,Southpaw,1991-09-26,12,3,0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,75,73.0,185.0,-2.0,Middleweight
Elves Brener,Orthodox,1997-09-27,16,6,0,4.76,0.47,5.86,0.5,0.99,0.16,0.76,0.0,70,72.0,155.0,2.0,Lightweight
Charlie Brenneman,Orthodox,1981-02-09,19,8,0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,70,70.0,155.0,0.0,Lightweight
Marcos Brigagao,Southpaw,1996-04-01,11,1,0,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,75,76.0,205.0,1.0,Light Heavyweight
Jason Brilz,Orthodox,1975-07-07,22,6,1,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,71,71.0,205.0,0.0,Light Heavyweight
Marcus Brimage,Southpaw,1985-04-06,7,7,0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,64,71.0,135.0,7.0,Bantamweight
Henry Briones,Orthodox,1980-10-22,16,8,1,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,68,69.0,135.0,1.0,Bantamweight
Joanderson Brito,Orthodox,1995-02-11,18,5,1,2.43,0.51,2.32,0.44,3.38,0.67,0.47,1.1,68,72.0,145.0,4.0,Featherweight
Kaik Brito,Orthodox,1997-03-26,16,5,0,2.8,0.38,3.87,0.55,0.0,0.0,0.55,2.0,71,72.0,170.0,1.0,Welterweight
Antwain Britt,Orthodox,1978-05-09,11,6,0,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,73,77.0,205.0,4.0,Light Heavyweight
Jonathan Brookins,Southpaw,1985-08-13,16,10,0,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,72,74.0,145.0,2.0,Featherweight
Will Brooks,Orthodox,1986-10-08,18,4,0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,70,72.0,155.0,2.0,Lightweight
Jarred Brooks,Switch,1993-05-02,13,2,0,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,63,62.0,125.0,-1.0,Flyweight
Rob Broughton,Orthodox,1983-03-03,16,7,1,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,74,74.0,265.0,0.0,Heavyweight
Matt Brown,Orthodox,1981-01-10,26,19,0,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,72,75.0,170.0,3.0,Welterweight
Mike Brown,Orthodox,1975-09-08,26,9,0,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,66,70.0,145.0,4.0,Featherweight
Randy Brown,Orthodox,1990-07-08,20,7,0,4.49,0.47,3.33,0.54,0.76,0.39,0.73,0.6,75,78.0,170.0,3.0,Welterweight
Damien Brown,Orthodox,1984-12-25,17,12,0,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,70,68.0,155.0,-2.0,Lightweight
TJ Brown,Switch,1990-05-22,17,11,0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3,69,72.0,145.0,3.0,Featherweight
Travis Browne,Orthodox,1982-07-17,18,7,1,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,78,79.0,255.0,1.0,Heavyweight
Cody Brundage,Orthodox,1994-05-16,11,9,1,2.26,0.48,3.02,0.5,1.88,0.41,0.68,0.5,72,72.0,185.0,0.0,Middleweight
Derek Brunson,Southpaw,1984-01-04,23,9,0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,73,77.0,185.0,4.0,Middleweight
Robert Bryczek,Orthodox,1990-07-04,18,6,0,3.74,0.36,4.08,0.59,0.56,1.0,0.85,0.0,72,75.0,185.0,3.0,Middleweight
Lukasz Brzeski,Orthodox,1992-05-17,9,7,1,4.9,0.5,3.65,0.54,0.41,0.33,0.35,0.4,75,78.0,236.0,3.0,Heavyweight
Marcus Buchecha,Orthodox,1990-01-08,5,2,1,1.7,0.49,2.17,0.51,2.0,0.16,0.0,0.0,74,77.0,255.0,3.0,Heavyweight
Justin Buchholz,Orthodox,1983-08-22,15,10,0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,72,73.0,155.0,1.0,Lightweight
Joaquin Buckley,Southpaw,1994-04-27,21,7,0,3.88,0.36,2.93,0.59,1.54,0.45,0.72,0.1,70,76.0,170.0,6.0,Welterweight
Martin Buday,Orthodox,1991-11-11,16,2,0,4.39,0.53,4.49,0.55,0.15,0.2,0.93,0.1,76,77.0,265.0,1.0,Heavyweight
Julia Budd,Orthodox,1983-07-04,10,2,0,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0,67,67.0,145.0,0.0,Featherweight
Dylan Budka,Switch,2000-01-14,7,5,0,1.06,0.38,1.8,0.42,1.93,0.38,0.76,0.4,72,75.0,185.0,3.0,Middleweight
Mike Budnik,Orthodox,1974-08-08,13,4,0,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,69,68.0,145.0,-1.0,Featherweight
Mayra Bueno Silva,Orthodox,1991-08-22,10,6,1,3.71,0.56,4.9,0.51,0.51,0.23,0.63,1.3,66,66.0,135.0,0.0,Bantamweight
Paul Buentello,Orthodox,1974-01-16,35,17,0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,74,77.0,245.0,3.0,Heavyweight
Marek Bujlo,Orthodox,1992-10-10,6,1,0,2.07,0.38,3.27,0.37,0.0,0.0,0.0,0.0,76,77.0,265.0,1.0,Heavyweight
Modestas Bukauskas,Switch,1994-02-10,19,7,0,3.24,0.42,4.05,0.5,0.26,0.66,0.79,0.1,75,76.0,205.0,1.0,Light Heavyweight
Felipe Bunes,Orthodox,1989-10-29,14,9,0,3.17,0.46,4.57,0.47,1.08,0.25,0.4,1.4,67,69.0,125.0,2.0,Flyweight
Shane Burgos,Orthodox,1991-03-19,15,3,0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,71,75.0,145.0,4.0,Featherweight
Joshua Burkman,Orthodox,1980-04-10,28,16,0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,70,72.0,170.0,2.0,Welterweight
Justin Burlinson,Switch,1997-05-19,6,1,0,1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3,73,74.0,170.0,1.0,Welterweight
Mads Burnell,Orthodox,1994-03-06,9,3,0,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,68,69.0,145.0,1.0,Featherweight
Kevin Burns,Orthodox,1980-03-03,12,7,0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,70,74.0,170.0,4.0,Welterweight
Gilbert Burns,Orthodox,1986-07-20,22,9,0,3.15,0.48,3.64,0.52,2.12,0.37,0.53,0.5,70,71.0,170.0,1.0,Welterweight
Herbert Burns,Orthodox,1988-02-02,11,6,0,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8,69,73.0,145.0,4.0,Featherweight
Dakota Bush,Orthodox,1994-06-09,8,4,0,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0,70,73.0,155.0,3.0,Lightweight
Jesse Butler,Orthodox,1992-05-24,12,6,0,2.02,0.34,4.62,0.39,0.0,0.0,0.0,0.0,70,73.0,135.0,3.0,Bantamweight
JP Buys,Orthodox,1996-04-30,9,6,0,1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3,65,67.0,135.0,2.0,Bantamweight
Dennis Buzukja,Switch,1997-10-01,12,5,0,4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2,69,70.0,145.0,1.0,Featherweight
Charles Byrd,Orthodox,1983-10-11,10,7,0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,70,73.0,185.0,3.0,Middleweight
Yan Cabral,Orthodox,1983-05-13,13,3,0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,71,73.0,155.0,2.0,Lightweight
Alex Caceres,Southpaw,1988-06-20,21,15,0,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,70,73.0,145.0,3.0,Featherweight
Vince Cachero,Orthodox,1989-11-07,7,4,0,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5,66,68.0,145.0,2.0,Featherweight
Priscila Cachoeira,Orthodox,1988-08-19,13,8,0,4.43,0.44,7.6,0.45,0.25,0.4,0.69,0.0,67,65.0,135.0,-2.0,Bantamweight
Lucas Caldas,Orthodox,1996-05-22,6,2,0,4.8,0.41,15.67,0.39,0.0,0.0,0.0,0.0,68,70.0,155.0,2.0,Lightweight
Carlos Calderon,Southpaw,1996-02-10,6,3,0,4.85,0.42,4.98,0.33,3.93,0.33,0.0,0.0,71,71.0,145.0,0.0,Featherweight
Nicolle Caliari,Orthodox,1996-11-04,8,4,0,3.46,0.38,7.01,0.53,2.88,0.24,0.0,1.0,63,62.0,125.0,-1.0,Flyweight
Cynthia Calvillo,Orthodox,1987-07-13,9,6,1,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,64,64.0,115.0,0.0,Flyweight
Frank Camacho,Orthodox,1989-05-18,22,10,0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0,70,73.0,155.0,3.0,Lightweight
Lucas Camacho,Orthodox,1992-12-15,6,1,0,4.08,0.38,8.16,0.06,0.0,0.0,0.0,0.0,76,80.0,265.0,4.0,Heavyweight
Matheus Camilo,Orthodox,2001-01-02,10,3,0,2.19,0.43,3.25,0.64,4.43,0.53,0.0,0.6,70,69.0,155.0,-1.0,Lightweight
Fabricio Camoes,Orthodox,1978-12-23,14,9,1,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,70,71.0,155.0,1.0,Lightweight
Chris Camozzi,Orthodox,1986-11-20,24,13,0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,74,75.0,185.0,1.0,Middleweight
Brian Camozzi,Orthodox,1991-06-24,7,5,0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,74,78.0,170.0,4.0,Welterweight
Shane Campbell,Orthodox,1987-01-21,14,6,0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,72,71.0,155.0,-1.0,Lightweight
Charlie Campbell,Orthodox,1995-07-03,9,3,0,5.23,0.51,4.17,0.55,2.45,0.36,0.62,0.0,72,72.0,155.0,0.0,Lightweight
Kitt Campbell,Orthodox,1994-06-26,16,7,0,5.4,0.53,2.51,0.6,0.94,0.1,0.5,0.0,73,73.0,170.0,0.0,Welterweight
Kurtis Campbell,Switch,2002-07-29,8,0,0,5.25,0.77,1.5,0.6,22.5,0.4,1.0,0.0,69,72.0,145.0,3.0,Featherweight
Will Campuzano,Orthodox,1986-05-27,14,6,0,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,69,70.0,125.0,1.0,Flyweight
Aleksa Camur,Orthodox,1995-09-25,6,3,0,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0.0,73,74.0,205.0,1.0,Light Heavyweight
Chico Camus,Orthodox,1985-01-26,17,7,0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,66,66.0,125.0,0.0,Flyweight
Carlos Candelario,Southpaw,1991-06-04,8,3,0,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3,68,68.0,125.0,0.0,Flyweight
Luiz Cane,Southpaw,1981-04-24,17,7,0,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,74,77.0,185.0,3.0,Middleweight
Guido Cannetti,Southpaw,1979-12-19,10,8,0,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,66,68.0,135.0,2.0,Bantamweight
Jared Cannonier,Switch,1984-03-16,18,9,0,4.42,0.49,4.35,0.56,0.54,0.4,0.64,0.0,71,77.0,185.0,6.0,Middleweight
Steve Cantwell,Orthodox,1986-12-08,7,6,0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,74,75.0,185.0,1.0,Middleweight
